5.331081969815895718e+03,6.297967013396289104e+01,1.997701969018634768e-02,1.060765310970681469e-01,9.135416332839996212e-02,2.046136604236351617e-09,9.968246909192992611e-01
5.276827216867151037e+03,6.307139715183685524e+01,2.000653357664424273e-02,1.060310599363744055e-01,9.054200864916901736e-02,2.045937837062652655e-09,9.971502654377920605e-01
5.276827216867151037e+03,6.307139715183685524e+01,2.000653357664424273e-02,1.060310599363744055e-01,9.054200864916901736e-02,2.045937837062652655e-09,9.971502654377920605e-01
5.165891997837345116e+03,6.308608487466724313e+01,2.001322280448195393e-02,1.061202661157654714e-01,8.735127508019820131e-02,2.046116872818847353e-09,9.981491491449153708e-01
5.165891997837345116e+03,6.308608487466724313e+01,2.001322280448195393e-02,1.061202661157654714e-01,8.735127508019820131e-02,2.046116872818847353e-09,9.981491491449153708e-01
5.165891997837345116e+03,6.308608487466724313e+01,2.001322280448195393e-02,1.061202661157654714e-01,8.735127508019820131e-02,2.046116872818847353e-09,9.981491491449153708e-01
5.121463218155430695e+03,6.308020234665445969e+01,2.004114541985331163e-02,1.062445778466517415e-01,8.676168151034800713e-02,2.051715135502912954e-09,9.983740888509414768e-01
5.121463218155430695e+03,6.308020234665445969e+01,2.004114541985331163e-02,1.062445778466517415e-01,8.676168151034800713e-02,2.051715135502912954e-09,9.983740888509414768e-01
5.121463218155430695e+03,6.308020234665445969e+01,2.004114541985331163e-02,1.062445778466517415e-01,8.676168151034800713e-02,2.051715135502912954e-09,9.983740888509414768e-01
5.121463218155430695e+03,6.308020234665445969e+01,2.004114541985331163e-02,1.062445778466517415e-01,8.676168151034800713e-02,2.051715135502912954e-09,9.983740888509414768e-01
5.121463218155430695e+03,6.308020234665445969e+01,2.004114541985331163e-02,1.062445778466517415e-01,8.676168151034800713e-02,2.051715135502912954e-09,9.983740888509414768e-01
5.121463218155430695e+03,6.308020234665445969e+01,2.004114541985331163e-02,1.062445778466517415e-01,8.676168151034800713e-02,2.051715135502912954e-09,9.983740888509414768e-01
5.121463218155430695e+03,6.308020234665445969e+01,2.004114541985331163e-02,1.062445778466517415e-01,8.676168151034800713e-02,2.051715135502912954e-09,9.983740888509414768e-01
5.071518218853754661e+03,6.308158775297378895e+01,2.004254564509399747e-02,1.064164347373223601e-01,8.879973581361423618e-02,2.063561928090914266e-09,9.986959764864684619e-01
5.071518218853754661e+03,6.308158775297378895e+01,2.004254564509399747e-02,1.064164347373223601e-01,8.879973581361423618e-02,2.063561928090914266e-09,9.986959764864684619e-01
5.071518218853754661e+03,6.308158775297378895e+01,2.004254564509399747e-02,1.064164347373223601e-01,8.879973581361423618e-02,2.063561928090914266e-09,9.986959764864684619e-01
5.071518218853754661e+03,6.308158775297378895e+01,2.004254564509399747e-02,1.064164347373223601e-01,8.879973581361423618e-02,2.063561928090914266e-09,9.986959764864684619e-01
5.071518218853754661e+03,6.308158775297378895e+01,2.004254564509399747e-02,1.064164347373223601e-01,8.879973581361423618e-02,2.063561928090914266e-09,9.986959764864684619e-01
5.071518218853754661e+03,6.308158775297378895e+01,2.004254564509399747e-02,1.064164347373223601e-01,8.879973581361423618e-02,2.063561928090914266e-09,9.986959764864684619e-01
5.019765374860355223e+03,6.309245128112320344e+01,2.002420842427088052e-02,1.065205717848780459e-01,8.600598307709868273e-02,2.071339420540519833e-09,9.986271948239621166e-01
5.019765374860355223e+03,6.309245128112320344e+01,2.002420842427088052e-02,1.065205717848780459e-01,8.600598307709868273e-02,2.071339420540519833e-09,9.986271948239621166e-01
4.888301190236209550e+03,6.319532659017487219e+01,2.001341516404878812e-02,1.068987716770513074e-01,8.334406996385110289e-02,2.075972252917610892e-09,9.983468803712423068e-01
4.591251834058194618e+03,6.338869384981364874e+01,2.000920989582931353e-02,1.075165741081611642e-01,8.658780843277817663e-02,2.079955719877653661e-09,9.985206128028470962e-01
4.591251834058194618e+03,6.338869384981364874e+01,2.000920989582931353e-02,1.075165741081611642e-01,8.658780843277817663e-02,2.079955719877653661e-09,9.985206128028470962e-01
4.591251834058194618e+03,6.338869384981364874e+01,2.000920989582931353e-02,1.075165741081611642e-01,8.658780843277817663e-02,2.079955719877653661e-09,9.985206128028470962e-01
4.549369078591269499e+03,6.345677251907802940e+01,2.001818443425243399e-02,1.076046728601856850e-01,8.485205429116654541e-02,2.065964895602965612e-09,9.987446995108497649e-01
4.537147612451550231e+03,6.361408541511826797e+01,1.996426509848323386e-02,1.071030422063735665e-01,8.605579121971890233e-02,2.076292705001747860e-09,9.981103714086365652e-01
4.537147612451550231e+03,6.361408541511826797e+01,1.996426509848323386e-02,1.071030422063735665e-01,8.605579121971890233e-02,2.076292705001747860e-09,9.981103714086365652e-01
4.537147612451550231e+03,6.361408541511826797e+01,1.996426509848323386e-02,1.071030422063735665e-01,8.605579121971890233e-02,2.076292705001747860e-09,9.981103714086365652e-01
4.537147612451550231e+03,6.361408541511826797e+01,1.996426509848323386e-02,1.071030422063735665e-01,8.605579121971890233e-02,2.076292705001747860e-09,9.981103714086365652e-01
