2.978559562595341959e+03,6.926454648075309706e+01,2.159437998345131379e-02,1.164161818330938930e-01,2.097487002919104083e-09,9.423129045569053064e-01
2.978559562595341959e+03,6.926454648075309706e+01,2.159437998345131379e-02,1.164161818330938930e-01,2.097487002919104083e-09,9.423129045569053064e-01
2.978559562595341959e+03,6.926454648075309706e+01,2.159437998345131379e-02,1.164161818330938930e-01,2.097487002919104083e-09,9.423129045569053064e-01
2.978559562595341959e+03,6.926454648075309706e+01,2.159437998345131379e-02,1.164161818330938930e-01,2.097487002919104083e-09,9.423129045569053064e-01
2.930541648680229628e+03,6.924482762151870929e+01,2.156807428215860162e-02,1.162243888052323371e-01,2.098363049643564483e-09,9.443172598425790820e-01
2.858585867422717001e+03,6.904063397895723142e+01,2.156868796922229228e-02,1.161270987920506037e-01,2.098088505166925874e-09,9.462361072295994990e-01
2.817694518261504072e+03,6.878229935470065470e+01,2.162790237774869090e-02,1.162548103346575656e-01,2.094614141681318115e-09,9.466406468330041957e-01
2.817694518261504072e+03,6.878229935470065470e+01,2.162790237774869090e-02,1.162548103346575656e-01,2.094614141681318115e-09,9.466406468330041957e-01
2.817694518261504072e+03,6.878229935470065470e+01,2.162790237774869090e-02,1.162548103346575656e-01,2.094614141681318115e-09,9.466406468330041957e-01
2.787408712304399614e+03,6.886328264535470112e+01,2.166182145752311786e-02,1.158855173736740019e-01,2.097361271166924323e-09,9.473659277866153250e-01
2.787408712304399614e+03,6.886328264535470112e+01,2.166182145752311786e-02,1.158855173736740019e-01,2.097361271166924323e-09,9.473659277866153250e-01
2.787408712304399614e+03,6.886328264535470112e+01,2.166182145752311786e-02,1.158855173736740019e-01,2.097361271166924323e-09,9.473659277866153250e-01
2.721752827929140039e+03,6.829151531217188165e+01,2.168623983993758428e-02,1.165891591095882668e-01,2.103481314544749594e-09,9.480350813806177612e-01
2.718527542168585114e+03,6.825933919124847193e+01,2.168571986653088438e-02,1.162335897597684686e-01,2.101015676341780131e-09,9.479399524950608003e-01
2.684680436831657062e+03,6.784151021439089391e+01,2.179074790108783549e-02,1.162665248271531199e-01,2.098983840965876331e-09,9.489445708514233635e-01
2.684680436831657062e+03,6.784151021439089391e+01,2.179074790108783549e-02,1.162665248271531199e-01,2.098983840965876331e-09,9.489445708514233635e-01
2.684680436831657062e+03,6.784151021439089391e+01,2.179074790108783549e-02,1.162665248271531199e-01,2.098983840965876331e-09,9.489445708514233635e-01
2.684680436831657062e+03,6.784151021439089391e+01,2.179074790108783549e-02,1.162665248271531199e-01,2.098983840965876331e-09,9.489445708514233635e-01
2.684680436831657062e+03,6.784151021439089391e+01,2.179074790108783549e-02,1.162665248271531199e-01,2.098983840965876331e-09,9.489445708514233635e-01
2.684680436831657062e+03,6.784151021439089391e+01,2.179074790108783549e-02,1.162665248271531199e-01,2.098983840965876331e-09,9.489445708514233635e-01
2.684680436831657062e+03,6.784151021439089391e+01,2.179074790108783549e-02,1.162665248271531199e-01,2.098983840965876331e-09,9.489445708514233635e-01
